Model,Dataset,Metric,Value
BA,ENZYMES,degree,1.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.7
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,5.3
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,1.7
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,4.3
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.4
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,3.7
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,1.5
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
BA,ENZYMES,degree,1.2
Data,ENZYMES,orbit,1043.4
BA,ENZYMES,orbit,88.8
Data,ENZYMES,orbit,585.9
BA,ENZYMES,orbit,110.0
Data,ENZYMES,orbit,162.9
BA,ENZYMES,orbit,231.3
Data,ENZYMES,orbit,77.3
BA,ENZYMES,orbit,109.7
Data,ENZYMES,orbit,47.2
BA,ENZYMES,orbit,143.7
Data,ENZYMES,orbit,19.6
BA,ENZYMES,orbit,99.9
Data,ENZYMES,orbit,10.0
BA,ENZYMES,orbit,87.8
Data,ENZYMES,orbit,3.0
BA,ENZYMES,orbit,87.7
Data,ENZYMES,orbit,1.8
BA,ENZYMES,orbit,78.7
Data,ENZYMES,orbit,0.8
BA,ENZYMES,orbit,80.3
Data,ENZYMES,orbit,1.2
BA,ENZYMES,orbit,63.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,52.6
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,45.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,39.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,43.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,36.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,35.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,32.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,32.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,30.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,23.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,23.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,19.6
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,15.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,17.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,15.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,12.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,12.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,13.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,12.6
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,12.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,11.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,12.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,14.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,11.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,9.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,7.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.5
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.5
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,6.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,5.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,4.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.6
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,3.1
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.6
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.9
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.2
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.0
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,1.3
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.4
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.6
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,0.8
Data,ENZYMES,orbit,0.0
BA,ENZYMES,orbit,2.1
Data,ENZYMES,nspdk,8493611.0
BA,ENZYMES,nspdk,8400511.7
Data,ENZYMES,nspdk,180.2
BA,ENZYMES,nspdk,56310.2
Data,ENZYMES,nspdk,1317.3
BA,ENZYMES,nspdk,27133.5
Data,ENZYMES,nspdk,3033.4
BA,ENZYMES,nspdk,20738.2
Data,ENZYMES,nspdk,8663.9
BA,ENZYMES,nspdk,12068.1
Data,ENZYMES,nspdk,11745.8
BA,ENZYMES,nspdk,7471.5
Data,ENZYMES,nspdk,8004.2
BA,ENZYMES,nspdk,3839.3
Data,ENZYMES,nspdk,5854.0
BA,ENZYMES,nspdk,3475.9
Data,ENZYMES,nspdk,5304.6
BA,ENZYMES,nspdk,3407.3
Data,ENZYMES,nspdk,5239.0
BA,ENZYMES,nspdk,2810.2
Data,ENZYMES,nspdk,6073.8
BA,ENZYMES,nspdk,3649.7
Data,ENZYMES,nspdk,5543.7
BA,ENZYMES,nspdk,7874.1
Data,ENZYMES,nspdk,3789.3
BA,ENZYMES,nspdk,4797.4
Data,ENZYMES,nspdk,3567.1
BA,ENZYMES,nspdk,4777.7
Data,ENZYMES,nspdk,2618.3
BA,ENZYMES,nspdk,3396.4
Data,ENZYMES,nspdk,2289.5
BA,ENZYMES,nspdk,3198.7
Data,ENZYMES,nspdk,2185.5
BA,ENZYMES,nspdk,2717.5
Data,ENZYMES,nspdk,1726.2
BA,ENZYMES,nspdk,2529.6
Data,ENZYMES,nspdk,1577.9
BA,ENZYMES,nspdk,2062.3
Data,ENZYMES,nspdk,1419.3
BA,ENZYMES,nspdk,1630.8
Data,ENZYMES,nspdk,1277.3
BA,ENZYMES,nspdk,1540.1
Data,ENZYMES,nspdk,1092.2
BA,ENZYMES,nspdk,1217.0
Data,ENZYMES,nspdk,1016.0
BA,ENZYMES,nspdk,983.2
Data,ENZYMES,nspdk,907.9
BA,ENZYMES,nspdk,757.4
Data,ENZYMES,nspdk,713.2
BA,ENZYMES,nspdk,686.4
Data,ENZYMES,nspdk,633.7
BA,ENZYMES,nspdk,556.0
Data,ENZYMES,nspdk,576.5
BA,ENZYMES,nspdk,505.4
Data,ENZYMES,nspdk,518.9
BA,ENZYMES,nspdk,452.6
Data,ENZYMES,nspdk,440.2
BA,ENZYMES,nspdk,422.6
Data,ENZYMES,nspdk,355.6
BA,ENZYMES,nspdk,337.9
Data,ENZYMES,nspdk,302.9
BA,ENZYMES,nspdk,287.3
Data,ENZYMES,nspdk,273.9
BA,ENZYMES,nspdk,291.6
Data,ENZYMES,nspdk,285.7
BA,ENZYMES,nspdk,247.4
Data,ENZYMES,nspdk,278.4
BA,ENZYMES,nspdk,218.4
Data,ENZYMES,nspdk,243.4
BA,ENZYMES,nspdk,199.3
Data,ENZYMES,nspdk,208.1
BA,ENZYMES,nspdk,182.4
Data,ENZYMES,nspdk,190.5
BA,ENZYMES,nspdk,165.9
Data,ENZYMES,nspdk,181.2
BA,ENZYMES,nspdk,133.5
Data,ENZYMES,nspdk,163.3
BA,ENZYMES,nspdk,126.0
Data,ENZYMES,nspdk,149.1
BA,ENZYMES,nspdk,122.0
Data,ENZYMES,nspdk,128.4
BA,ENZYMES,nspdk,125.3
Data,ENZYMES,nspdk,118.8
BA,ENZYMES,nspdk,115.6
Data,ENZYMES,nspdk,113.1
BA,ENZYMES,nspdk,114.6
Data,ENZYMES,nspdk,107.9
BA,ENZYMES,nspdk,100.5
Data,ENZYMES,nspdk,94.0
BA,ENZYMES,nspdk,75.1
Data,ENZYMES,nspdk,84.4
BA,ENZYMES,nspdk,71.6
Data,ENZYMES,nspdk,82.3
BA,ENZYMES,nspdk,63.1
Data,ENZYMES,nspdk,75.3
BA,ENZYMES,nspdk,52.5
Data,ENZYMES,nspdk,64.4
BA,ENZYMES,nspdk,53.8
Data,ENZYMES,nspdk,66.5
BA,ENZYMES,nspdk,44.6
Data,ENZYMES,nspdk,67.1
BA,ENZYMES,nspdk,51.5
Data,ENZYMES,nspdk,64.8
BA,ENZYMES,nspdk,53.0
Data,ENZYMES,nspdk,62.0
BA,ENZYMES,nspdk,48.6
Data,ENZYMES,nspdk,61.7
BA,ENZYMES,nspdk,51.9
Data,ENZYMES,nspdk,57.8
BA,ENZYMES,nspdk,45.4
Data,ENZYMES,nspdk,47.3
BA,ENZYMES,nspdk,44.6
Data,ENZYMES,nspdk,48.4
BA,ENZYMES,nspdk,29.3
Data,ENZYMES,nspdk,41.4
BA,ENZYMES,nspdk,35.3
Data,ENZYMES,nspdk,40.9
BA,ENZYMES,nspdk,25.3
Data,ENZYMES,nspdk,41.2
BA,ENZYMES,nspdk,25.0
Data,ENZYMES,nspdk,39.6
BA,ENZYMES,nspdk,22.9
Data,ENZYMES,nspdk,34.9
BA,ENZYMES,nspdk,16.2
Data,ENZYMES,nspdk,31.6
BA,ENZYMES,nspdk,17.8
Data,ENZYMES,nspdk,26.8
BA,ENZYMES,nspdk,15.8
Data,ENZYMES,nspdk,27.4
BA,ENZYMES,nspdk,14.6
Data,ENZYMES,nspdk,24.8
BA,ENZYMES,nspdk,17.9
Data,ENZYMES,nspdk,21.0
BA,ENZYMES,nspdk,14.7
Data,ENZYMES,nspdk,20.4
BA,ENZYMES,nspdk,14.0
Data,ENZYMES,nspdk,16.5
BA,ENZYMES,nspdk,12.7
Data,ENZYMES,nspdk,14.1
BA,ENZYMES,nspdk,10.3
Data,ENZYMES,nspdk,12.5
BA,ENZYMES,nspdk,12.9
Data,ENZYMES,nspdk,11.1
BA,ENZYMES,nspdk,11.5
Data,ENZYMES,nspdk,10.1
BA,ENZYMES,nspdk,10.5
Data,ENZYMES,nspdk,6.5
BA,ENZYMES,nspdk,9.5
Data,ENZYMES,nspdk,4.5
BA,ENZYMES,nspdk,10.0
Data,ENZYMES,nspdk,2.6
BA,ENZYMES,nspdk,9.3
Data,ENZYMES,nspdk,1.3
BA,ENZYMES,nspdk,6.7
Data,ENZYMES,nspdk,0.6
BA,ENZYMES,nspdk,5.9
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,5.5
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,3.7
Data,ENZYMES,nspdk,1.0
BA,ENZYMES,nspdk,3.2
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,4.3
Data,ENZYMES,nspdk,0.9
BA,ENZYMES,nspdk,6.4
Data,ENZYMES,nspdk,1.3
BA,ENZYMES,nspdk,4.9
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,7.9
Data,ENZYMES,nspdk,1.3
BA,ENZYMES,nspdk,4.2
Data,ENZYMES,nspdk,1.6
BA,ENZYMES,nspdk,4.5
Data,ENZYMES,nspdk,1.4
BA,ENZYMES,nspdk,5.6
Data,ENZYMES,nspdk,1.5
BA,ENZYMES,nspdk,0.4
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,0.4
Data,ENZYMES,nspdk,0.0
BA,ENZYMES,nspdk,0.2
Data,ENZYMES,nspdk,0.0
BA,ENZYMES,nspdk,0.2
Data,ENZYMES,nspdk,0.0
BA,ENZYMES,nspdk,0.1
Data,ENZYMES,nspdk,0.0
BA,ENZYMES,nspdk,0.1
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,0.5
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,0.4
Data,ENZYMES,nspdk,1.6
BA,ENZYMES,nspdk,0.4
Data,ENZYMES,nspdk,0.8
BA,ENZYMES,nspdk,0.6
Data,ENZYMES,nspdk,1.6
BA,ENZYMES,nspdk,0.2
Data,ENZYMES,nspdk,2.4
BA,ENZYMES,nspdk,1.0
Data,PROTEINS_full,betweenness,1199.0
BA,PROTEINS_full,betweenness,1352.3
Data,PROTEINS_full,betweenness,170.0
BA,PROTEINS_full,betweenness,866.3
Data,PROTEINS_full,betweenness,141.0
BA,PROTEINS_full,betweenness,517.4
Data,PROTEINS_full,betweenness,127.0
BA,PROTEINS_full,betweenness,360.2
Data,PROTEINS_full,betweenness,103.0
BA,PROTEINS_full,betweenness,256.2
Data,PROTEINS_full,betweenness,113.0
BA,PROTEINS_full,betweenness,208.6
Data,PROTEINS_full,betweenness,74.0
BA,PROTEINS_full,betweenness,151.5
Data,PROTEINS_full,betweenness,108.0
BA,PROTEINS_full,betweenness,122.9
Data,PROTEINS_full,betweenness,101.0
BA,PROTEINS_full,betweenness,111.7
Data,PROTEINS_full,betweenness,76.0
BA,PROTEINS_full,betweenness,78.3
Data,PROTEINS_full,betweenness,97.0
BA,PROTEINS_full,betweenness,72.0
Data,PROTEINS_full,betweenness,68.0
BA,PROTEINS_full,betweenness,62.1
Data,PROTEINS_full,betweenness,77.0
BA,PROTEINS_full,betweenness,59.3
Data,PROTEINS_full,betweenness,56.0
BA,PROTEINS_full,betweenness,43.8
Data,PROTEINS_full,betweenness,71.0
BA,PROTEINS_full,betweenness,45.9
Data,PROTEINS_full,betweenness,71.0
BA,PROTEINS_full,betweenness,40.2
Data,PROTEINS_full,betweenness,52.0
BA,PROTEINS_full,betweenness,37.0
Data,PROTEINS_full,betweenness,71.0
BA,PROTEINS_full,betweenness,29.6
Data,PROTEINS_full,betweenness,66.0
BA,PROTEINS_full,betweenness,29.4
Data,PROTEINS_full,betweenness,57.0
BA,PROTEINS_full,betweenness,25.1
Data,PROTEINS_full,betweenness,69.0
BA,PROTEINS_full,betweenness,24.0
Data,PROTEINS_full,betweenness,64.0
BA,PROTEINS_full,betweenness,18.1
Data,PROTEINS_full,betweenness,41.0
BA,PROTEINS_full,betweenness,18.7
Data,PROTEINS_full,betweenness,54.0
BA,PROTEINS_full,betweenness,16.9
Data,PROTEINS_full,betweenness,32.0
BA,PROTEINS_full,betweenness,13.0
Data,PROTEINS_full,betweenness,42.0
BA,PROTEINS_full,betweenness,20.3
Data,PROTEINS_full,betweenness,51.0
BA,PROTEINS_full,betweenness,12.9
Data,PROTEINS_full,betweenness,48.0
BA,PROTEINS_full,betweenness,12.2
Data,PROTEINS_full,betweenness,57.0
BA,PROTEINS_full,betweenness,9.2
Data,PROTEINS_full,betweenness,49.0
BA,PROTEINS_full,betweenness,7.5
Data,PROTEINS_full,betweenness,48.0
BA,PROTEINS_full,betweenness,8.1
Data,PROTEINS_full,betweenness,41.0
BA,PROTEINS_full,betweenness,8.0
Data,PROTEINS_full,betweenness,48.0
BA,PROTEINS_full,betweenness,6.1
Data,PROTEINS_full,betweenness,51.0
BA,PROTEINS_full,betweenness,5.9
Data,PROTEINS_full,betweenness,79.0
BA,PROTEINS_full,betweenness,5.4
Data,PROTEINS_full,betweenness,82.0
BA,PROTEINS_full,betweenness,5.3
Data,PROTEINS_full,betweenness,68.0
BA,PROTEINS_full,betweenness,4.4
Data,PROTEINS_full,betweenness,20.0
BA,PROTEINS_full,betweenness,7.9
Data,PROTEINS_full,betweenness,23.0
BA,PROTEINS_full,betweenness,4.1
Data,PROTEINS_full,betweenness,18.0
BA,PROTEINS_full,betweenness,4.1
Data,PROTEINS_full,betweenness,28.0
BA,PROTEINS_full,betweenness,3.6
Data,PROTEINS_full,betweenness,19.0
BA,PROTEINS_full,betweenness,3.2
Data,PROTEINS_full,betweenness,17.0
BA,PROTEINS_full,betweenness,2.4
Data,PROTEINS_full,betweenness,16.0
BA,PROTEINS_full,betweenness,3.1
Data,PROTEINS_full,betweenness,25.0
BA,PROTEINS_full,betweenness,3.2
Data,PROTEINS_full,betweenness,28.0
BA,PROTEINS_full,betweenness,3.3
Data,PROTEINS_full,betweenness,25.0
BA,PROTEINS_full,betweenness,3.4
Data,PROTEINS_full,betweenness,22.0
BA,PROTEINS_full,betweenness,1.7
Data,PROTEINS_full,betweenness,27.0
BA,PROTEINS_full,betweenness,1.7
Data,PROTEINS_full,betweenness,15.0
BA,PROTEINS_full,betweenness,1.2
Data,PROTEINS_full,betweenness,26.0
BA,PROTEINS_full,betweenness,1.4
Data,PROTEINS_full,betweenness,24.0
BA,PROTEINS_full,betweenness,1.5
Data,PROTEINS_full,betweenness,22.0
BA,PROTEINS_full,betweenness,1.0
Data,PROTEINS_full,betweenness,21.0
BA,PROTEINS_full,betweenness,0.9
Data,PROTEINS_full,betweenness,20.0
BA,PROTEINS_full,betweenness,1.2
Data,PROTEINS_full,betweenness,25.0
BA,PROTEINS_full,betweenness,2.6
Data,PROTEINS_full,betweenness,14.0
BA,PROTEINS_full,betweenness,0.7
Data,PROTEINS_full,betweenness,17.0
BA,PROTEINS_full,betweenness,1.6
Data,PROTEINS_full,betweenness,19.0
BA,PROTEINS_full,betweenness,0.4
Data,PROTEINS_full,betweenness,9.0
BA,PROTEINS_full,betweenness,0.8
Data,PROTEINS_full,betweenness,18.0
BA,PROTEINS_full,betweenness,1.4
Data,PROTEINS_full,betweenness,15.0
BA,PROTEINS_full,betweenness,1.0
Data,PROTEINS_full,betweenness,26.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,14.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,13.0
BA,PROTEINS_full,betweenness,0.3
Data,PROTEINS_full,betweenness,25.0
BA,PROTEINS_full,betweenness,0.5
Data,PROTEINS_full,betweenness,21.0
BA,PROTEINS_full,betweenness,0.7
Data,PROTEINS_full,betweenness,9.0
BA,PROTEINS_full,betweenness,0.4
Data,PROTEINS_full,betweenness,22.0
BA,PROTEINS_full,betweenness,0.4
Data,PROTEINS_full,betweenness,9.0
BA,PROTEINS_full,betweenness,0.7
Data,PROTEINS_full,betweenness,19.0
BA,PROTEINS_full,betweenness,0.9
Data,PROTEINS_full,betweenness,19.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,28.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,17.0
BA,PROTEINS_full,betweenness,0.2
Data,PROTEINS_full,betweenness,18.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,22.0
BA,PROTEINS_full,betweenness,3.6
Data,PROTEINS_full,betweenness,29.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,47.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,21.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,16.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,23.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,3.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,11.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,2.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,1.0
BA,PROTEINS_full,betweenness,3.2
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,2.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,0.0
Data,PROTEINS_full,betweenness,0.0
BA,PROTEINS_full,betweenness,2.3
Data,PROTEINS_full,clustering,393.0
BA,PROTEINS_full,clustering,121.8
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,0.0
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,0.1
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,0.0
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,1.7
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,0.1
Data,PROTEINS_full,clustering,1.0
BA,PROTEINS_full,clustering,3.9
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,0.7
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,0.4
Data,PROTEINS_full,clustering,1.0
BA,PROTEINS_full,clustering,3.3
Data,PROTEINS_full,clustering,7.0
BA,PROTEINS_full,clustering,20.1
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,1.3
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,1.9
Data,PROTEINS_full,clustering,5.0
BA,PROTEINS_full,clustering,18.5
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,13.9
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,4.2
Data,PROTEINS_full,clustering,144.0
BA,PROTEINS_full,clustering,57.4
Data,PROTEINS_full,clustering,1.0
BA,PROTEINS_full,clustering,11.6
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,6.1
Data,PROTEINS_full,clustering,1.0
BA,PROTEINS_full,clustering,30.1
Data,PROTEINS_full,clustering,57.0
BA,PROTEINS_full,clustering,97.4
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,24.8
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,24.7
Data,PROTEINS_full,clustering,1.0
BA,PROTEINS_full,clustering,43.1
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,24.7
Data,PROTEINS_full,clustering,1.0
BA,PROTEINS_full,clustering,62.0
Data,PROTEINS_full,clustering,19.0
BA,PROTEINS_full,clustering,81.9
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,44.7
Data,PROTEINS_full,clustering,6.0
BA,PROTEINS_full,clustering,105.5
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,34.2
Data,PROTEINS_full,clustering,89.0
BA,PROTEINS_full,clustering,142.1
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,47.8
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,75.1
Data,PROTEINS_full,clustering,695.0
BA,PROTEINS_full,clustering,337.3
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,56.4
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,86.4
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,68.1
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,54.5
Data,PROTEINS_full,clustering,7.0
BA,PROTEINS_full,clustering,126.0
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,71.4
Data,PROTEINS_full,clustering,235.0
BA,PROTEINS_full,clustering,260.4
Data,PROTEINS_full,clustering,0.0
BA,PROTEINS_full,clustering,61.5
Data,PROTEINS_full,clustering,4.0
